Dataset,ROC-AUC,MCC
0_0_1_0,0.3392857142857143,0
0_0_1_0,0.8928571428571429,0
0_0_1_0,0.2678571428571429,0
0_0_1_0,0.19642857142857145,0
0_0_1_0,0.26785714285714285,0
0_0_1_0,0,0
0_0_1_0,0.5714285714285714,0
0_0_1_0,0.375,0
0_0_1_0,0.23214285714285712,0
0_0_1_0,0.39285714285714285,0
0_0_1_0,0.3035714285714286,0
0_0_1_0,0.875,0
0_0_1_0,0.5714285714285714,0
0_0_1_0,0.4464285714285714,0
0_0_1_0,0.2857142857142857,0
0_0_1_0,0.25,0
0_0_1_0,0.23214285714285715,0
0_0_1_0,0.03571428571428571,0
0_0_1_0,0.5,0
0_0_1_0,0.3392857142857143,0
0_0_1_0,0.30357142857142855,0
0_0_1_0,0.5178571428571429,0
0_0_1_0,0.5,0
0_0_1_0,0.30357142857142855,0
0_0_1_0,0.4107142857142857,0
0_0_1_0,0.39285714285714285,0
0_0_1_0,0.1785714285714286,0
0_0_1_0,0.14285714285714285,0
0_0_1_0,0.25,0
0_0_1_0,0.19642857142857145,0
0_0_1_0,0.5535714285714286,0
0_0_1_0,0.125,0
0_0_1_0,0.26785714285714285,0
0_0_1_0,0.3392857142857143,0
0_0_1_1,0.11904761904761907,0
0_0_1_1,0.380952380952381,0
0_0_1_1,0.6904761904761905,0
0_0_1_1,0.42857142857142855,0
0_0_1_1,0.4523809523809524,0
0_0_1_1,0,0
0_0_1_1,0.5714285714285714,0
0_0_1_1,0.6904761904761905,0
0_0_1_1,0.35714285714285715,0
0_0_1_1,0.2142857142857143,0
0_0_1_1,0.023809523809523836,0
0_0_1_1,0.5714285714285714,0
0_0_1_1,0.07142857142857145,0
0_0_1_1,0,0
0_0_1_1,0,0
0_0_1_1,0.42857142857142855,0
0_0_1_1,0.16666666666666669,0
0_0_1_1,0.40476190476190477,0
0_0_1_1,0.07142857142857145,0
0_0_1_1,0.07142857142857145,0
0_0_1_1,0.5476190476190477,0
0_0_1_1,0.023809523809523836,0
0_0_1_1,0.4523809523809524,0
0_0_1_1,0.07142857142857145,0
0_0_1_1,0.2142857142857143,0
0_0_1_1,0.11904761904761907,0
0_0_1_1,0.6428571428571429,0
0_0_1_1,0.2142857142857143,0
0_0_1_1,0.6904761904761905,0
0_0_1_1,0.35714285714285715,0
0_0_1_1,0.023809523809523836,0
0_0_1_1,0.4523809523809524,0
0_0_1_1,0.5,0
0_0_1_1,0.40476190476190477,0
0_0_1_1,0.2619047619047619,0
0_0_1_1,0.6428571428571429,0
0_0_1_1,0.5,0
0_0_1_1,0.5,0
0_0_1_1,0.16666666666666669,0
0_0_1_1,0.4761904761904762,0
0_0_1_1,0.40476190476190477,0
0_0_1_1,0.5952380952380952,0
0_0_1_1,0.40476190476190477,0
0_0_1_1,0.30952380952380953,0
0_0_1_1,0.11904761904761907,0
0_0_1_1,0.35714285714285715,0
0_0_1_1,0.5952380952380952,0
0_0_1_1,0.2142857142857143,0
0_0_1_1,0.2619047619047619,0
0_0_1_1,0.4761904761904762,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.5,0
1_0_0_0,0.9166666666666667,0
1_0_0_0,0.9166666666666667,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666667,0
1_0_0_0,0.9166666666666667,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666667,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666667,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666667,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666667,0
1_0_0_0,0.9166666666666667,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666667,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666667,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666667,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666666,0
1_0_0_1,0.9947089947089947,0.8038369524685003
1_0_0_1,0.9894179894179894,0.5598507263734642
1_0_0_1,0.9867724867724867,0.5598507263734642
1_0_0_1,0.988095238095238,0.8038369524685003
1_0_0_1,0.9894179894179894,0.8038369524685003
1_0_0_1,0.992063492063492,0.6908492797077574
1_0_0_1,0.988095238095238,0.8038369524685003
1_0_0_1,0.9814814814814814,0.8038369524685003
1_0_0_1,0.9867724867724869,0.8038369524685003
1_0_0_1,0.9828042328042328,0.8038369524685003
1_0_0_1,0.9867724867724867,0.8038369524685003
1_0_0_1,0.9894179894179894,0.8038369524685003
1_0_0_1,0.988095238095238,0.6908492797077574
1_0_0_1,0.988095238095238,0.8038369524685003
1_0_0_1,0.9854497354497355,0.8038369524685003
1_0_0_1,0.9867724867724867,0.8038369524685003
1_0_0_1,0.9854497354497355,0.8038369524685003
1_0_0_1,0.9814814814814815,0.8038369524685003
1_0_0_1,0.992063492063492,0.8038369524685003
1_0_0_1,0.992063492063492,0.8038369524685003
1_0_0_1,0.9854497354497355,0.8038369524685003
1_0_0_1,0.9880952380952381,0.6908492797077574
1_0_0_1,0.9854497354497355,0.8038369524685003
1_0_0_1,0.9828042328042328,0.8038369524685003
1_0_0_1,0.992063492063492,0.6908492797077574
1_0_0_1,0.9920634920634921,0.8038369524685003
1_0_0_1,0.9867724867724867,0.39295262399668784
1_0_0_1,0.9735449735449735,0.8038369524685003
1_0_0_1,0.9920634920634921,0.6908492797077574
1_0_0_1,0.988095238095238,0.5598507263734642
1_0_0_1,0.9854497354497355,0.5598507263734642
1_0_0_1,0.992063492063492,0.8038369524685003
1_0_0_1,0.992063492063492,0.8038369524685003
1_0_0_1,0.9920634920634921,0.8038369524685003
1_0_0_1,0.9880952380952381,0.6908492797077574
1_0_0_1,0.988095238095238,0.8038369524685003
1_0_0_1,0.992063492063492,0.8038369524685003
1_0_0_1,0.9867724867724867,0.6908492797077574
1_0_0_1,0.9788359788359788,0.8038369524685003
1_0_0_1,0.988095238095238,0.8038369524685003
1_0_0_1,0.9867724867724869,0.8038369524685003
1_0_0_1,0.9854497354497355,0.8038369524685003
1_0_0_1,0.9920634920634921,0.8038369524685003
1_0_0_1,0.992063492063492,0.8038369524685003
1_0_0_1,0.9775132275132276,0.6908492797077574
1_0_0_1,0.9814814814814815,0.8038369524685003
1_0_0_1,0.9867724867724869,0.5598507263734642
1_0_0_1,0.9814814814814814,0.8038369524685003
1_0_0_1,0.9814814814814815,0.8038369524685003
1_0_0_1,0.988095238095238,0.6908492797077574
1_0_1_0,0.6684210526315788,0
1_0_1_0,0.650877192982456,0
1_0_1_0,0.5736842105263159,0
1_0_1_0,0.4245614035087718,0
1_0_1_0,0.6228070175438595,0
1_0_1_0,0.5859649122807017,0
1_0_1_0,0.5684210526315789,0
1_0_1_0,0.5771929824561405,0
1_0_1_0,0.5789473684210528,0
1_0_1_0,0.5894736842105264,0
1_0_1_0,0.5771929824561405,0
1_0_1_0,0.5982456140350878,0
1_0_1_0,0.5298245614035089,0
1_0_1_0,0.48245614035087725,0
1_0_1_0,0.6684210526315788,0
1_0_1_0,0.5140350877192983,0
1_0_1_0,0.6877192982456138,0
1_0_1_0,0.536842105263158,0
1_0_1_0,0.650877192982456,0
1_0_1_0,0.5982456140350879,0
1_0_1_0,0.5649122807017545,0
1_0_1_0,0.5719298245614035,0
1_0_1_0,0.5982456140350877,0
1_0_1_0,0.5736842105263158,0
1_0_1_0,0.5701754385964913,0
1_0_1_0,0.5578947368421053,0
1_0_1_0,0.5754385964912281,0
1_0_1_0,0.5824561403508772,0
1_0_1_0,0.6087719298245615,0
1_0_1_0,0.5,0
1_0_1_0,0.6035087719298246,0
1_0_1_0,0.5824561403508772,0
1_0_1_0,0.6350877192982457,0
1_0_1_0,0.5754385964912281,0
1_0_1_0,0.5754385964912281,0
1_0_1_0,0.5894736842105263,0
1_0_1_0,0.5403508771929826,0
1_0_1_0,0.6017543859649124,0
1_0_1_0,0.5754385964912281,0
1_0_1_0,0.5982456140350876,0
1_0_1_0,0.5929824561403509,0
1_0_1_0,0.5842105263157896,0
1_0_1_0,0.568421052631579,0
1_0_1_0,0.5894736842105264,0
1_0_1_0,0.5,0
1_0_1_0,0.5385964912280703,0
1_0_1_0,0.5824561403508772,0
1_0_1_0,0.6017543859649122,0
1_0_1_0,0.573684210526316,0
1_0_1_0,0.5701754385964912,0
1_0_1_1,0.3104575163398693,0
1_0_1_1,0.1339869281045752,0
1_0_1_1,0.12336601307189543,0
1_0_1_1,0.21405228758169934,0
1_0_1_1,0.24101307189542484,0
1_0_1_1,0.05964052287581699,0
1_0_1_1,0.30637254901960775,0
1_0_1_1,0.23447712418300654,0
1_0_1_1,0.2034313725490196,0
1_0_1_1,0.28594771241830064,0
1_0_1_1,0.18872549019607845,0
1_0_1_1,0.25163398692810457,0
1_0_1_1,0.3725490196078432,0
1_0_1_1,0.3578431372549019,0
1_0_1_1,0.3602941176470589,0
1_0_1_1,0.24019607843137253,0
1_0_1_1,0.3709150326797386,0
1_0_1_1,0.1650326797385621,0
1_0_1_1,0.1977124183006536,0
1_0_1_1,0.375,0
1_0_1_1,0.23856209150326796,0
1_0_1_1,0.13643790849673199,0
1_0_1_1,0.23447712418300654,0
1_0_1_1,0.43709150326797386,0
1_0_1_1,0.18137254901960784,0
1_0_1_1,0.20016339869281047,0
1_0_1_1,0.3080065359477124,0
1_0_1_1,0.23529411764705882,0
1_0_1_1,0.0849673202614379,0
1_0_1_1,0.3251633986928104,0
1_0_1_1,0.43218954248366015,0
1_0_1_1,0.18137254901960784,0
1_0_1_1,0.2410130718954248,0
1_0_1_1,0.45915032679738566,0
1_0_1_1,0.13725490196078433,0
1_0_1_1,0.3137254901960784,0
1_0_1_1,0.17320261437908496,0
1_0_1_1,0.3758169934640523,0
1_0_1_1,0.2173202614379085,0
1_0_1_1,0.29411764705882354,0
1_0_1_1,0.27205882352941174,0
1_0_1_1,0.22630718954248366,0
1_0_1_1,0.11356209150326797,0
1_0_1_1,0.3120915032679738,0
1_0_1_1,0.17728758169934639,0
1_0_1_1,0.40767973856209144,0
1_0_1_1,0.42401960784313714,0
1_0_1_1,0.3292483660130719,0
1_0_1_1,0.1985294117647059,0
1_0_1_1,0.4256535947712418,0
1_2_0_0,0.8412037037037042,0.35611452974996655
1_2_0_0,0.8736111111111111,0.3124642836732361
1_2_0_0,0.8393518518518519,0.42433421239575275
1_2_0_0,0.8527777777777776,0.5033330466442233
1_2_0_0,0.8055555555555559,0.48096288963372136
1_2_0_0,0.805092592592593,0.35611452974996655
1_2_0_0,0.8319444444444445,0.48096288963372136
1_2_0_0,0.8393518518518523,0.48096288963372136
1_2_0_0,0.8425925925925931,0.3812765865392707
1_2_0_0,0.8583333333333337,0.3812765865392707
1_2_0_0,0.8310185185185187,0.3812765865392707
1_2_0_0,0.8361111111111117,0.41025968377368166
1_2_0_0,0.8074074074074079,0.35611452974996655
1_2_0_0,0.8046296296296298,0.41025968377368166
1_2_0_0,0.8046296296296298,0.3812765865392707
1_2_0_0,0.8263888888888893,0.4761996618749552
1_2_0_0,0.863888888888889,0.3124642836732361
1_2_0_0,0.8263888888888895,0.35611452974996655
1_2_0_0,0.7976851851851854,0.42433421239575275
1_2_0_0,0.808796296296297,0.48096288963372136
1_2_0_0,0.8199074074074081,0.3124642836732361
1_2_0_0,0.8097222222222226,0.41025968377368166
1_2_0_0,0.8500000000000001,0.35611452974996655
1_2_0_0,0.8101851851851857,0.41025968377368166
1_2_0_0,0.8097222222222222,0.35611452974996655
1_2_0_0,0.8134259259259263,0.3124642836732361
1_2_0_0,0.8152777777777778,0.3124642836732361
1_2_0_0,0.8212962962962963,0.42433421239575275
1_2_0_0,0.8203703703703705,0.3124642836732361
1_2_0_0,0.814351851851852,0.42433421239575275
1_2_0_0,0.8138888888888893,0.48096288963372136
1_2_0_0,0.818518518518519,0.3124642836732361
1_2_0_0,0.8060185185185188,0.41025968377368166
1_2_0_0,0.8194444444444446,0.48096288963372136
1_2_0_0,0.8486111111111114,0.41025968377368166
1_2_0_0,0.8384259259259262,0.35611452974996655
1_2_0_0,0.8212962962962966,0.3124642836732361
1_2_0_0,0.8023148148148148,0.48096288963372136
1_2_0_0,0.8143518518518525,0.42433421239575275
1_2_0_0,0.8773148148148149,0.3812765865392707
1_2_0_0,0.8495370370370371,0.42433421239575275
1_2_0_0,0.8342592592592593,0.41025968377368166
1_2_0_0,0.8407407407407411,0.3812765865392707
1_2_0_0,0.8481481481481482,0.41025968377368166
1_2_0_0,0.8060185185185187,0.3812765865392707
1_2_0_0,0.7865740740740742,0.35611452974996655
1_2_0_0,0.815740740740741,0.41025968377368166
1_2_0_0,0.828703703703704,0.41025968377368166
1_2_0_0,0.8495370370370373,0.48096288963372136
1_2_0_0,0.8231481481481482,0.35611452974996655
1_2_0_1,0.17647058823529413,0
1_2_0_1,0.14154411764705882,0
1_2_0_1,0.1599264705882353,0
1_2_0_1,0.17463235294117646,0
1_2_0_1,0.13051470588235295,0
1_2_0_1,0.14154411764705882,0
1_2_0_1,0.0790441176470588,0
1_2_0_1,0.19301470588235292,0
1_2_0_1,0.13419117647058826,0
1_2_0_1,0.10110294117647058,0
1_2_0_1,0.10294117647058823,0
1_2_0_1,0.1323529411764706,0
1_2_0_1,0.1323529411764706,0
1_2_0_1,0.08272058823529412,0
1_2_0_1,0.18933823529411764,0
1_2_0_1,0.05330882352941176,0
1_2_0_1,0.1488970588235294,0
1_2_0_1,0.14154411764705882,0
1_2_0_1,0.08272058823529412,0
1_2_0_1,0.11948529411764706,0
1_2_0_1,0.27022058823529416,0
1_2_0_1,0.37683823529411764,0
1_2_0_1,0.1985294117647059,0
1_2_0_1,0.20404411764705882,0
1_2_0_1,0.05330882352941176,0
1_2_0_1,0.13419117647058826,0
1_2_0_1,0.15441176470588236,0
1_2_0_1,0.051470588235294115,0
1_2_0_1,0.09191176470588236,0
1_2_0_1,0.24080882352941177,0
1_2_0_1,0.2536764705882353,0
1_2_0_1,0.10845588235294117,0
1_2_0_1,0.0790441176470588,0
1_2_0_1,0.125,0
1_2_0_1,0.15257352941176472,0
1_2_0_1,0.17830882352941177,0
1_2_0_1,0.18566176470588236,0
1_2_0_1,0.12316176470588236,0
1_2_0_1,0.13419117647058826,0
1_2_0_1,0.07536764705882351,0
1_2_0_1,0.15625,0
1_2_0_1,0.14522058823529413,0
1_2_0_1,0.14154411764705885,0
1_2_0_1,0.18198529411764708,0
1_2_0_1,0.0790441176470588,0
1_2_0_1,0.25,0
1_2_0_1,0.1213235294117647,0
1_2_0_1,0.2077205882352941,0
1_2_0_1,0.09191176470588236,0
1_2_0_1,0.10110294117647058,0
1_2_1_0,0.553864168618267,0
1_2_1_0,0.515807962529274,0
1_2_1_0,0.49238875878220145,0
1_2_1_0,0.47365339578454335,0
1_2_1_0,0.4923887587822014,0
1_2_1_0,0.43969555035128804,0.13310442532149538
1_2_1_0,0.5076112412177985,0
1_2_1_0,0.4584309133489462,0
1_2_1_0,0.48653395784543324,0
1_2_1_0,0.48009367681498827,0
1_2_1_0,0.4496487119437939,0.13310442532149538
1_2_1_0,0.47072599531615933,0
1_2_1_0,0.5351288056206088,0.13310442532149538
1_2_1_0,0.4531615925058548,0.2426526506764533
1_2_1_0,0.515807962529274,0
1_2_1_0,0.4789227166276347,0.2426526506764533
1_2_1_0,0.37177985948477754,0
1_2_1_0,0.5169789227166276,0
1_2_1_0,0.4414519906323185,0
1_2_1_0,0.4596018735362998,0.2426526506764533
1_2_1_0,0.4800936768149883,0.2426526506764533
1_2_1_0,0.44730679156908665,0
1_2_1_0,0.5392271662763465,0
1_2_1_0,0.47775175644028106,0
1_2_1_0,0.5275175644028103,0.2426526506764533
1_2_1_0,0.5240046838407494,0
1_2_1_0,0.40105386416861827,0.2426526506764533
1_2_1_0,0.5163934426229508,0
1_2_1_0,0.4923887587822014,-0.05569077228639912
1_2_1_0,0.497072599531616,0
1_2_1_0,0.5099531615925057,0.2426526506764533
1_2_1_0,0.5105386416861827,0
1_2_1_0,0.5339578454332553,0
1_2_1_0,0.4830210772833724,0.2426526506764533
1_2_1_0,0.47423887587822017,0
1_2_1_0,0.46194379391100704,0
1_2_1_0,0.5146370023419203,0
1_2_1_0,0.47423887587822017,0
1_2_1_0,0.5626463700234192,0
1_2_1_0,0.48067915690866514,0
1_2_1_0,0.5064402810304449,0
1_2_1_0,0.4941451990632318,-0.05569077228639912
1_2_1_0,0.4759953161592505,0
1_2_1_0,0.44789227166276346,0
1_2_1_0,0.44730679156908665,0
1_2_1_0,0.4894613583138173,0
1_2_1_0,0.43969555035128804,0
1_2_1_0,0.5081967213114754,0
1_2_1_0,0.47248243559718966,0
1_2_1_0,0.49297423887587816,0
1_2_1_1,0.3238095238095238,0
1_2_1_1,0.3619047619047619,0
1_2_1_1,0.4523809523809524,0
1_2_1_1,0.4666666666666667,0
1_2_1_1,0.5095238095238095,0
1_2_1_1,0.37142857142857144,0
1_2_1_1,0.4714285714285714,0
1_2_1_1,0.37142857142857144,0
1_2_1_1,0.3904761904761905,0
1_2_1_1,0.480952380952381,0
1_2_1_1,0.2761904761904762,0
1_2_1_1,0.4142857142857143,0
1_2_1_1,0.47619047619047616,0
1_2_1_1,0.45714285714285713,0
1_2_1_1,0.4476190476190476,0
1_2_1_1,0.39523809523809517,0
1_2_1_1,0.7047619047619047,0
1_2_1_1,0.46190476190476193,0
1_2_1_1,0.7428571428571429,0
1_2_1_1,0.5190476190476191,0
1_2_1_1,0.6000000000000001,0
1_2_1_1,0.5476190476190476,0
1_2_1_1,0.5714285714285714,0
1_2_1_1,0.6285714285714286,0
1_2_1_1,0.5571428571428572,0
1_2_1_1,0.5952380952380953,0
1_2_1_1,0.5666666666666667,0
1_2_1_1,0.4904761904761905,0
1_2_1_1,0.34761904761904766,0
1_2_1_1,0.5571428571428572,0
1_2_1_1,0.36190476190476195,0
1_2_1_1,0.5095238095238095,0
1_2_1_1,0.5666666666666668,0
1_2_1_1,0.1619047619047619,0
1_2_1_1,0.09047619047619049,0
1_2_1_1,0.44761904761904764,0
1_2_1_1,0.35714285714285715,0
1_2_1_1,0.538095238095238,0
1_2_1_1,0.7952380952380953,0
1_2_1_1,0.4714285714285714,0
1_2_1_1,0.6714285714285714,0
1_2_1_1,0.5428571428571429,0
1_2_1_1,0.380952380952381,0
1_2_1_1,0.37619047619047613,0
1_2_1_1,0.3571428571428572,0
1_2_1_1,0.40476190476190477,0
1_2_1_1,0.4523809523809524,0
1_2_1_1,0.36190476190476184,0
1_2_1_1,0.40952380952380957,0
1_2_1_1,0.5095238095238096,0
1_3_0_0,0.9166666666666666,0
1_3_0_0,0.5833333333333334,0
1_3_0_0,0.5833333333333334,0
1_3_0_0,0.25,0
1_3_0_0,0.25,0
1_3_0_0,0.75,0
1_3_0_0,0.4166666666666667,0
1_3_0_0,0.25,0
1_3_0_0,0.75,0
1_3_0_0,0.4166666666666667,0
1_3_0_0,0,0
1_3_0_0,0.4166666666666667,0
1_3_0_0,0.9166666666666666,0
1_3_0_0,0,0
1_3_0_0,0.9166666666666667,0
1_3_0_0,0.4166666666666667,0
1_3_0_0,0.08333333333333331,0
1_3_0_0,0.25,0
1_3_0_0,0.9166666666666666,0
1_3_0_0,0.08333333333333331,0
1_3_0_0,0.4166666666666667,0
1_3_0_0,0.08333333333333331,0
1_3_0_0,0,0
1_3_0_0,0,0
1_3_0_0,0.75,0
1_3_0_0,0,0
1_3_0_0,0.9166666666666666,0
1_3_0_0,0.4166666666666667,0
1_3_0_0,0,0
1_3_0_0,0.9166666666666667,0
1_3_0_0,0.25,0
1_3_0_0,0.75,0
1_3_0_0,0.9166666666666666,0
1_3_0_0,0.08333333333333331,0
1_3_0_0,0.3333333333333333,0
1_3_0_0,0.08333333333333331,0
1_3_0_0,0.25,0
1_3_0_0,0.25,0
1_3_0_0,0.75,0
1_3_0_0,0.75,0
1_3_0_0,0.5833333333333334,0
1_3_0_0,0.5833333333333334,0
1_3_0_0,0.25,0
1_3_0_0,0.9166666666666666,0
1_3_0_0,0.08333333333333331,0
1_3_0_0,0.9166666666666666,0
1_3_0_0,0.5833333333333334,0
1_3_0_0,0.9166666666666666,0
1_3_0_0,0,0
1_3_0_0,0.4166666666666667,0
1_3_0_1,0.2265625,0
1_3_0_1,0.2265625,0
1_3_0_1,0.2265625,0
1_3_0_1,0.2265625,0
1_3_0_1,0.3671875,0
1_3_0_1,0.2265625,0
1_3_0_1,0.4609375,0
1_3_0_1,0.3359375,0
1_3_0_1,0.2265625,0
1_3_0_1,0.46875,0
1_3_0_1,0.2265625,0
1_3_0_1,0.40625,0
1_3_0_1,0.375,0
1_3_0_1,0.2265625,0
1_3_0_1,0.34375,0
1_3_0_1,0.2734375,0
1_3_0_1,0.1953125,0
1_3_0_1,0.2265625,0
1_3_0_1,0.2265625,0
1_3_0_1,0.421875,0
1_3_0_1,0.2265625,0
1_3_0_1,0.46875,0
1_3_0_1,0.453125,0
1_3_0_1,0.2265625,0
1_3_0_1,0.2421875,0
1_3_0_1,0.2265625,0
1_3_0_1,0.2265625,0
1_3_0_1,0.2265625,0
1_3_0_1,0.2578125,0
1_3_0_1,0.2109375,0
1_3_0_1,0.2265625,0
1_3_0_1,0.4609375,0
1_3_0_1,0.2265625,0
1_3_0_1,0.390625,0
1_3_0_1,0.2265625,0
1_3_0_1,0.4609375,0
1_3_0_1,0.3515625,0
1_3_0_1,0.4375,0
1_3_0_1,0.4296875,0
1_3_0_1,0.28125,0
1_3_0_1,0.4375,0
1_3_0_1,0.4609375,0
1_3_0_1,0.3125,0
1_3_0_1,0.28125,0
1_3_0_1,0.4609375,0
1_3_0_1,0.2265625,0
1_3_0_1,0.2265625,0
1_3_0_1,0.3359375,0
1_3_0_1,0.3828125,0
1_3_0_1,0.2265625,0
1_3_1_0,0.0875,0
1_3_1_0,0.3791666666666666,0
1_3_1_0,0.12083333333333333,0
1_3_1_0,0.26666666666666666,0
1_3_1_0,0.20416666666666666,0
1_3_1_0,0.23333333333333334,0
1_3_1_0,0.14583333333333334,0
1_3_1_0,0.23333333333333336,0
1_3_1_0,0.4,0
1_3_1_0,0.325,0
1_3_1_0,0.5541666666666667,0
1_3_1_0,0,0
1_3_1_0,0.18333333333333335,0
1_3_1_0,0.23750000000000004,0
1_3_1_0,0.44166666666666665,0
1_3_1_0,0.4083333333333333,0
1_3_1_0,0.0625,0
1_3_1_0,0.22499999999999998,0
1_3_1_0,0.275,0
1_3_1_0,0.24583333333333335,0
1_3_1_0,0.18333333333333335,0
