Dataset,ROC-AUC,MCC
0_0_1_0,0.6607142857142857,0
0_0_1_0,0.5178571428571429,0
0_0_1_0,0.25,0
0_0_1_0,0.2857142857142857,0
0_0_1_0,0.48214285714285715,0
0_0_1_0,0.5357142857142858,0
0_0_1_0,0.3035714285714286,0
0_0_1_0,0.5892857142857143,0
0_0_1_0,0.10714285714285715,0
0_0_1_0,0.23214285714285715,0
0_0_1_0,0.5892857142857143,0
0_0_1_0,0.8571428571428571,0
0_0_1_0,0.6428571428571428,0
0_0_1_0,0.42857142857142855,0
0_0_1_0,0.4285714285714286,0
0_0_1_0,0.3035714285714286,0
0_0_1_0,0.25,0
0_0_1_0,0.35714285714285715,0
0_0_1_0,0.75,0
0_0_1_0,0.19642857142857142,0
0_0_1_0,0.23214285714285715,0
0_0_1_0,0.4285714285714286,0
0_0_1_0,0.5,0
0_0_1_0,0.23214285714285715,0
0_0_1_0,0.6428571428571428,0
0_0_1_0,0.7678571428571428,0
0_0_1_0,0.5357142857142857,0
0_0_1_0,0.8392857142857143,0
0_0_1_0,0.4285714285714286,0
0_0_1_0,0.5178571428571428,0
0_0_1_1,0.4523809523809524,0
0_0_1_1,0.2142857142857143,0
0_0_1_1,0.16666666666666669,0
0_0_1_1,0.40476190476190477,0
0_0_1_1,0.28571428571428575,0
0_0_1_1,0.5952380952380952,0
0_0_1_1,0.28571428571428575,0
0_0_1_1,0.5476190476190477,0
0_0_1_1,0.5476190476190477,0
0_0_1_1,0.28571428571428575,0
0_0_1_1,0.35714285714285715,0
0_0_1_1,0.30952380952380953,0
0_0_1_1,0.5952380952380952,0
0_0_1_1,0,0
0_0_1_1,0.42857142857142855,0
0_0_1_1,0.4523809523809524,0
0_0_1_1,0.5952380952380952,0
0_0_1_1,0.30952380952380953,0
0_0_1_1,0.5476190476190477,0
0_0_1_1,0.2619047619047619,0
0_0_1_1,0.5476190476190477,0
0_0_1_1,0.6190476190476191,0
0_0_1_1,0.5476190476190477,0
0_0_1_1,0.2619047619047619,0
0_0_1_1,0.7380952380952381,0
0_0_1_1,0,0
0_0_1_1,0.6428571428571429,0
0_0_1_1,0.5,0
0_0_1_1,0.35714285714285715,0
0_0_1_1,0.40476190476190477,0
0_0_1_1,0.2142857142857143,0
0_0_1_1,0.5,0
0_0_1_1,0.6428571428571429,0
0_0_1_1,0.7142857142857143,0
0_0_1_1,0.5,0
0_0_1_1,0.5476190476190477,0
0_0_1_1,0.5476190476190477,0
0_0_1_1,0.5476190476190477,0
0_0_1_1,0.5952380952380952,0
0_0_1_1,0.14285714285714285,0
0_0_1_1,0.5476190476190477,0
0_0_1_1,0.4523809523809524,0
0_0_1_1,0.4523809523809524,0
0_0_1_1,0.35714285714285715,0
0_0_1_1,0.5476190476190477,0
0_0_1_1,0.5476190476190477,0
0_0_1_1,0.5476190476190477,0
0_0_1_1,0.5,0
0_0_1_1,0.5952380952380952,0
0_0_1_1,0.6428571428571429,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666667,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666667,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666667,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666667,0
1_0_0_0,0.9166666666666667,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666667,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666666,0
1_0_0_0,0.9166666666666666,0
1_0_0_1,0.992063492063492,0.8038369524685003
1_0_0_1,0.9814814814814815,0.6908492797077574
1_0_0_1,0.988095238095238,0.8038369524685003
1_0_0_1,0.988095238095238,0.6908492797077574
1_0_0_1,0.9947089947089947,0.8038369524685003
1_0_0_1,0.9894179894179894,0.6908492797077574
1_0_0_1,0.988095238095238,0.8038369524685003
1_0_0_1,0.988095238095238,0.8038369524685003
1_0_0_1,0.988095238095238,0.8038369524685003
1_0_0_1,0.988095238095238,0.8038369524685003
1_0_0_1,0.9920634920634921,0.8038369524685003
1_0_0_1,0.988095238095238,0.8038369524685003
1_0_0_1,0.9920634920634921,0.8038369524685003
1_0_0_1,0.9867724867724869,0.8038369524685003
1_0_0_1,0.988095238095238,0.6908492797077574
1_0_0_1,0.988095238095238,0.8038369524685003
1_0_0_1,0.988095238095238,0.8038369524685003
1_0_0_1,0.9854497354497355,0.6908492797077574
1_0_0_1,0.988095238095238,0.8038369524685003
1_0_0_1,0.988095238095238,0.6908492797077574
1_0_0_1,0.9920634920634921,0.6908492797077574
1_0_0_1,0.988095238095238,0.6908492797077574
1_0_0_1,0.988095238095238,0.8038369524685003
1_0_0_1,0.988095238095238,0.8038369524685003
1_0_0_1,0.992063492063492,0.8038369524685003
1_0_0_1,0.992063492063492,0.8038369524685003
1_0_0_1,0.988095238095238,0.6908492797077574
1_0_0_1,0.9920634920634921,0.8038369524685003
1_0_0_1,0.988095238095238,0.8038369524685003
1_0_0_1,0.992063492063492,0.8038369524685003
1_0_0_1,0.988095238095238,0.8038369524685003
1_0_0_1,0.9894179894179894,0.6908492797077574
1_0_0_1,0.988095238095238,0.8038369524685003
1_0_0_1,0.992063492063492,0.8038369524685003
1_0_0_1,0.988095238095238,0.6908492797077574
1_0_0_1,0.9920634920634921,0.8038369524685003
1_0_0_1,0.9920634920634921,0.8038369524685003
1_0_0_1,0.992063492063492,0.8038369524685003
1_0_0_1,0.988095238095238,0.8038369524685003
1_0_0_1,0.992063492063492,0.6908492797077574
1_0_0_1,0.988095238095238,0.6908492797077574
1_0_0_1,0.9867724867724869,0.6908492797077574
1_0_0_1,0.988095238095238,0.8038369524685003
1_0_0_1,0.988095238095238,0.8038369524685003
1_0_0_1,0.9894179894179894,0.8038369524685003
1_0_0_1,0.992063492063492,0.8038369524685003
1_0_0_1,0.992063492063492,0.8038369524685003
1_0_0_1,0.988095238095238,0.8038369524685003
1_0_0_1,0.988095238095238,0.6908492797077574
1_0_0_1,0.988095238095238,0.8038369524685003
1_0_1_0,0.5719298245614036,0
1_0_1_0,0.6140350877192984,0
1_0_1_0,0.5824561403508773,0
1_0_1_0,0.5771929824561405,0
1_0_1_0,0.5947368421052632,0
1_0_1_0,0.5456140350877194,0
1_0_1_0,0.5807017543859648,0
1_0_1_0,0.56140350877193,0
1_0_1_0,0.5824561403508772,0
1_0_1_0,0.5543859649122808,0
1_0_1_0,0.5824561403508773,0
1_0_1_0,0.6017543859649124,0
1_0_1_0,0.6192982456140351,0
1_0_1_0,0.5824561403508772,0
1_0_1_0,0.5631578947368422,0
1_0_1_0,0.5771929824561405,0
1_0_1_0,0.5912280701754387,0
1_0_1_0,0.5842105263157895,0
1_0_1_0,0.5649122807017545,0
1_0_1_0,0.6105263157894736,0
1_0_1_0,0.549122807017544,0
1_0_1_0,0.5736842105263159,0
1_0_1_0,0.5771929824561405,0
1_0_1_0,0.6280701754385968,0
1_0_1_0,0.5947368421052631,0
1_0_1_0,0.536842105263158,0
1_0_1_0,0.5894736842105265,0
1_0_1_0,0.5947368421052631,0
1_0_1_0,0.6,0
1_0_1_0,0.6140350877192983,0
1_0_1_0,0.5228070175438597,0
1_0_1_0,0.5719298245614036,0
1_0_1_0,0.5912280701754385,0
1_0_1_0,0.5403508771929826,0
1_0_1_0,0.5736842105263159,0
1_0_1_0,0.5736842105263158,0
1_0_1_0,0.5543859649122808,0
1_0_1_0,0.5578947368421053,0
1_0_1_0,0.5771929824561404,0
1_0_1_0,0.6403508771929823,0
1_0_1_0,0.5877192982456142,0
1_0_1_0,0.5456140350877194,0
1_0_1_0,0.5947368421052632,0
1_0_1_0,0.5982456140350878,0
1_0_1_0,0.5982456140350878,0
1_0_1_0,0.5649122807017545,0
1_0_1_0,0.5894736842105265,0
1_0_1_0,0.56140350877193,0
1_0_1_0,0.568421052631579,0
1_0_1_0,0.5771929824561405,0
1_0_1_1,0.3660130718954248,0
1_0_1_1,0.33169934640522875,0
1_0_1_1,0.3137254901960784,0
1_0_1_1,0.3259803921568627,0
1_0_1_1,0.30882352941176466,0
1_0_1_1,0.3047385620915033,0
1_0_1_1,0.4305555555555555,0
1_0_1_1,0.3374183006535946,0
1_0_1_1,0.29330065359477125,0
1_0_1_1,0.4305555555555556,0
1_0_1_1,0.36764705882352944,0
1_0_1_1,0.3905228758169934,0
1_0_1_1,0.3186274509803922,0
1_0_1_1,0.4084967320261437,0
1_0_1_1,0.31535947712418305,0
1_0_1_1,0.35866013071895425,0
1_0_1_1,0.3700980392156863,0
1_0_1_1,0.17728758169934639,0
1_0_1_1,0.3962418300653594,0
1_0_1_1,0.38725490196078427,0
1_0_1_1,0.23202614379084968,0
1_0_1_1,0.3235294117647059,0
1_0_1_1,0.48774509803921573,0
1_0_1_1,0.27859477124183,0
1_0_1_1,0.411764705882353,0
1_0_1_1,0.31617647058823534,0
1_0_1_1,0.3006535947712417,0
1_0_1_1,0.30473856209150324,0
1_0_1_1,0.3251633986928104,0
1_0_1_1,0.37663398692810457,0
1_0_1_1,0.2908496732026143,0
1_0_1_1,0.417483660130719,0
1_0_1_1,0.5024509803921571,0
1_0_1_1,0.3161764705882352,0
1_0_1_1,0.29330065359477125,0
1_0_1_1,0.3562091503267974,0
1_0_1_1,0.36683006535947715,0
1_0_1_1,0.28513071895424835,0
1_0_1_1,0.36764705882352944,0
1_0_1_1,0.3676470588235293,0
1_0_1_1,0.4599673202614379,0
1_0_1_1,0.3774509803921568,0
1_0_1_1,0.2352941176470588,0
1_0_1_1,0.3619281045751633,0
1_0_1_1,0.40196078431372556,0
1_0_1_1,0.3888888888888889,0
1_0_1_1,0.33823529411764697,0
1_0_1_1,0.2679738562091503,0
1_0_1_1,0.363562091503268,0
1_0_1_1,0.355392156862745,0
1_2_0_0,0.8518518518518522,0.41025968377368166
1_2_0_0,0.839351851851852,0.48096288963372136
1_2_0_0,0.8444444444444448,0.35611452974996655
1_2_0_0,0.839814814814815,0.35611452974996655
1_2_0_0,0.8421296296296295,0.48096288963372136
1_2_0_0,0.8523148148148147,0.41025968377368166
1_2_0_0,0.8597222222222222,0.35611452974996655
1_2_0_0,0.851851851851852,0.48096288963372136
1_2_0_0,0.8347222222222223,0.41025968377368166
1_2_0_0,0.8342592592592597,0.48096288963372136
1_2_0_0,0.8273148148148154,0.41025968377368166
1_2_0_0,0.864814814814815,0.35611452974996655
1_2_0_0,0.8259259259259261,0.35611452974996655
1_2_0_0,0.8532407407407409,0.5443746684748594
1_2_0_0,0.8305555555555556,0.3812765865392707
1_2_0_0,0.8097222222222226,0.35611452974996655
1_2_0_0,0.860185185185185,0.48096288963372136
1_2_0_0,0.8430555555555556,0.42433421239575275
1_2_0_0,0.8157407407407417,0.3812765865392707
1_2_0_0,0.8680555555555559,0.3812765865392707
1_2_0_0,0.8180555555555562,0.41025968377368166
1_2_0_0,0.8347222222222225,0.35611452974996655
1_2_0_0,0.8402777777777779,0.3812765865392707
1_2_0_0,0.8467592592592594,0.35611452974996655
1_2_0_0,0.8185185185185189,0.48096288963372136
1_2_0_0,0.8324074074074075,0.35611452974996655
1_2_0_0,0.8550925925925925,0.48096288963372136
1_2_0_0,0.8444444444444447,0.41025968377368166
1_2_0_0,0.841203703703704,0.48096288963372136
1_2_0_0,0.8666666666666668,0.41025968377368166
1_2_0_0,0.8296296296296295,0.48096288963372136
1_2_0_0,0.847222222222222,0.48096288963372136
1_2_0_0,0.8509259259259256,0.35611452974996655
1_2_0_0,0.8449074074074072,0.41025968377368166
1_2_0_0,0.843055555555556,0.35611452974996655
1_2_0_0,0.8083333333333338,0.48096288963372136
1_2_0_0,0.8509259259259261,0.41025968377368166
1_2_0_0,0.8162037037037042,0.3812765865392707
1_2_0_0,0.8393518518518521,0.35611452974996655
1_2_0_0,0.8379629629629632,0.48096288963372136
1_2_0_0,0.8495370370370368,0.41025968377368166
1_2_0_0,0.8356481481481485,0.41025968377368166
1_2_0_0,0.8472222222222224,0.48096288963372136
1_2_0_0,0.8486111111111111,0.3812765865392707
1_2_0_0,0.8240740740740743,0.48096288963372136
1_2_0_0,0.8310185185185192,0.3124642836732361
1_2_0_0,0.8282407407407408,0.41025968377368166
1_2_0_0,0.8425925925925932,0.35611452974996655
1_2_0_0,0.8453703703703707,0.35611452974996655
1_2_0_0,0.8564814814814815,0.3124642836732361
1_2_0_1,0.22242647058823528,0
1_2_0_1,0.15808823529411767,0
1_2_0_1,0.16911764705882354,0
1_2_0_1,0.27389705882352944,0
1_2_0_1,0.2665441176470588,0
1_2_0_1,0.20955882352941177,0
1_2_0_1,0.15073529411764708,0
1_2_0_1,0.2647058823529412,0
1_2_0_1,0.10661764705882353,0
1_2_0_1,0.20588235294117646,0
1_2_0_1,0.2261029411764706,0
1_2_0_1,0.18382352941176472,0
1_2_0_1,0.17830882352941177,0
1_2_0_1,0.2297794117647059,0
1_2_0_1,0.2591911764705882,0
1_2_0_1,0.2389705882352941,0
1_2_0_1,0.40625,0
1_2_0_1,0.11580882352941177,0
1_2_0_1,0.1636029411764706,0
1_2_0_1,0.2297794117647059,0
1_2_0_1,0.23345588235294118,0
1_2_0_1,0.19117647058823528,0
1_2_0_1,0.15625,0
1_2_0_1,0.19117647058823528,0
1_2_0_1,0.3235294117647059,0
1_2_0_1,0.32536764705882354,0
1_2_0_1,0.22794117647058826,0
1_2_0_1,0.1875,0
1_2_0_1,0.09191176470588236,0
1_2_0_1,0.2757352941176471,0
1_2_0_1,0.3033088235294118,0
1_2_0_1,0.31433823529411764,0
1_2_0_1,0.12132352941176472,0
1_2_0_1,0.1875,0
1_2_0_1,0.1875,0
1_2_0_1,0.2665441176470588,0
1_2_0_1,0.1764705882352941,0
1_2_0_1,0.18933823529411764,0
1_2_0_1,0.13602941176470587,0
1_2_0_1,0.11764705882352941,0
1_2_0_1,0.21691176470588233,0
1_2_0_1,0.18198529411764705,0
1_2_0_1,0.338235294117647,0
1_2_0_1,0.20036764705882354,0
1_2_0_1,0.32352941176470584,0
1_2_0_1,0.1911764705882353,0
1_2_0_1,0.2849264705882353,0
1_2_0_1,0.10845588235294117,0
1_2_0_1,0.12683823529411764,0
1_2_0_1,0.14338235294117646,0
1_2_1_0,0.5281030444964869,0
1_2_1_0,0.5286885245901639,0
1_2_1_0,0.540983606557377,0
1_2_1_0,0.553864168618267,0
1_2_1_0,0.48887587822014056,0
1_2_1_0,0.5169789227166277,0
1_2_1_0,0.42622950819672134,0
1_2_1_0,0.5515222482435598,0
1_2_1_0,0.5421545667447306,0
1_2_1_0,0.5234192037470726,0
1_2_1_0,0.5111241217798594,0
1_2_1_0,0.5778688524590165,0
1_2_1_0,0.5169789227166277,0
1_2_1_0,0.5310304449648712,0
1_2_1_0,0.5403981264637002,0
1_2_1_0,0.41920374707259955,0
1_2_1_0,0.4677985948477752,0
1_2_1_0,0.49063231850117095,0
1_2_1_0,0.4250585480093677,0.2426526506764533
1_2_1_0,0.5281030444964872,0
1_2_1_0,0.5679156908665105,0.2426526506764533
1_2_1_0,0.4748243559718969,0
1_2_1_0,0.49765807962529274,0
1_2_1_0,0.5240046838407494,0
1_2_1_0,0.5,0
1_2_1_0,0.4783372365339578,0
1_2_1_0,0.4660421545667447,0
1_2_1_0,0.5269320843091335,0
1_2_1_0,0.5064402810304449,0.2426526506764533
1_2_1_0,0.47540983606557374,0
1_2_1_0,0.5286885245901639,0
1_2_1_0,0.556791569086651,0
1_2_1_0,0.4765807962529274,0
1_2_1_0,0.5240046838407494,0
1_2_1_0,0.5210772833723654,0
1_2_1_0,0.4672131147540983,0
1_2_1_0,0.4988290398126463,0
1_2_1_0,0.5304449648711944,0
1_2_1_0,0.5017564402810304,0
1_2_1_0,0.5322014051522248,0
1_2_1_0,0.5122950819672132,0
1_2_1_0,0.5444964871194379,0
1_2_1_0,0.46018735362997654,0
1_2_1_0,0.5485948477751756,0
1_2_1_0,0.5556206088992974,0
1_2_1_0,0.5146370023419203,0.13310442532149538
1_2_1_0,0.540983606557377,0
1_2_1_0,0.4701405152224824,0
1_2_1_0,0.4923887587822014,0
1_2_1_0,0.5316159250585479,0
1_2_1_1,0.6666666666666666,0
1_2_1_1,0.9714285714285714,0
1_2_1_1,0.4666666666666668,0
1_2_1_1,0.5238095238095238,0
1_2_1_1,0.4904761904761905,0
1_2_1_1,0.36190476190476184,0
1_2_1_1,0.5666666666666667,0
1_2_1_1,0.7571428571428571,0
1_2_1_1,0.7047619047619048,0
1_2_1_1,0.561904761904762,0
1_2_1_1,0.39047619047619053,0
1_2_1_1,0.3142857142857143,0
1_2_1_1,0.6095238095238094,0
1_2_1_1,0.5476190476190477,0
1_2_1_1,0.6047619047619047,0
1_2_1_1,0.4571428571428572,0
1_2_1_1,0.6238095238095238,0
1_2_1_1,0.6238095238095238,0
1_2_1_1,0.5142857142857143,0
1_2_1_1,0.5047619047619047,0
1_2_1_1,0.4666666666666667,0
1_2_1_1,0.6904761904761906,0
1_2_1_1,0.519047619047619,0
1_2_1_1,0.6666666666666667,0
1_2_1_1,0.7047619047619047,0
1_2_1_1,0.6285714285714287,0
1_2_1_1,0.6809523809523809,0
1_2_1_1,0.5761904761904761,0
1_2_1_1,0.661904761904762,0
1_2_1_1,0.6095238095238096,0
1_2_1_1,0.5238095238095238,0
1_2_1_1,0.46666666666666673,0
1_2_1_1,0.6047619047619047,0
1_2_1_1,0.8047619047619048,0
1_2_1_1,0.48095238095238096,0
1_2_1_1,0.6333333333333334,0
1_2_1_1,0.5285714285714287,0
1_2_1_1,0.5761904761904761,0
1_2_1_1,0.6142857142857141,0
1_2_1_1,0.6619047619047618,0
1_2_1_1,0.638095238095238,0
1_2_1_1,0.5380952380952382,0
1_2_1_1,0.37619047619047624,0
1_2_1_1,0.7809523809523811,0
1_2_1_1,0.5476190476190476,0
1_2_1_1,0.638095238095238,0
1_2_1_1,0.40952380952380957,0
1_2_1_1,0.4047619047619047,0
1_2_1_1,0.480952380952381,0
1_2_1_1,0.5571428571428572,0
1_3_0_0,0.4166666666666667,0
1_3_0_0,0.75,0
1_3_0_0,0.5833333333333334,0
1_3_0_0,0.25,0
1_3_0_0,0.25,0
1_3_0_0,0.4166666666666667,0
1_3_0_0,0.08333333333333331,0
1_3_0_0,0.75,0
1_3_0_0,0.4166666666666667,0
1_3_0_0,0.4166666666666667,0
1_3_0_0,0.08333333333333331,0
1_3_0_0,0.4166666666666667,0
1_3_0_0,0.4166666666666667,0
1_3_0_0,0.4166666666666667,0
1_3_0_0,0.4166666666666667,0
1_3_0_0,0.25,0
1_3_0_0,0.9166666666666666,0
1_3_0_0,0.4166666666666667,0
1_3_0_0,0.75,0
1_3_0_0,0.4166666666666667,0
1_3_0_0,0.4166666666666667,0
1_3_0_0,0.9166666666666666,0
1_3_0_0,0.4166666666666667,0
1_3_0_0,0.5833333333333334,0
1_3_0_0,0.9166666666666666,0
1_3_0_0,0.75,0
1_3_0_0,0.5833333333333334,0
1_3_0_0,0.4166666666666667,0
1_3_0_0,0.25,0
1_3_0_0,0.4166666666666667,0
1_3_0_0,0.5833333333333334,0
1_3_0_0,0.4166666666666667,0
1_3_0_0,0.4166666666666667,0
1_3_0_0,0.4166666666666667,0
1_3_0_0,0.9166666666666666,0
1_3_0_0,0.4166666666666667,0
1_3_0_0,0.4166666666666667,0
1_3_0_0,0.75,0
1_3_0_0,0.75,0
1_3_0_0,0.4166666666666667,0
1_3_0_0,0.75,0
1_3_0_0,0.75,0
1_3_0_0,0.08333333333333331,0
1_3_0_0,0.5833333333333334,0
1_3_0_0,0.08333333333333331,0
1_3_0_0,0.5833333333333334,0
1_3_0_0,0.75,0
1_3_0_0,0.9166666666666666,0
1_3_0_0,0.25,0
1_3_0_0,0.9166666666666666,0
1_3_0_1,0.390625,0
1_3_0_1,0.421875,0
1_3_0_1,0.453125,0
1_3_0_1,0.2578125,0
1_3_0_1,0.3828125,0
1_3_0_1,0.34375,0
1_3_0_1,0.2265625,0
1_3_0_1,0.2890625,0
1_3_0_1,0.2265625,0
1_3_0_1,0.3125,0
1_3_0_1,0.2265625,0
1_3_0_1,0.2265625,0
1_3_0_1,0.2265625,0
1_3_0_1,0.2265625,0
1_3_0_1,0.390625,0
1_3_0_1,0.421875,0
1_3_0_1,0.2265625,0
1_3_0_1,0.28125,0
1_3_0_1,0.3671875,0
1_3_0_1,0.2421875,0
1_3_0_1,0.515625,0
1_3_0_1,0.2265625,0
1_3_0_1,0.28125,0
1_3_0_1,0.6171875,0
1_3_0_1,0.234375,0
1_3_0_1,0.2265625,0
1_3_0_1,0.375,0
1_3_0_1,0.2265625,0
1_3_0_1,0.2265625,0
1_3_0_1,0.2265625,0
1_3_0_1,0.2265625,0
1_3_0_1,0.296875,0
1_3_0_1,0.4296875,0
1_3_0_1,0.2265625,0
1_3_0_1,0.2265625,0
1_3_0_1,0.515625,0
1_3_0_1,0.46875,0
1_3_0_1,0.2421875,0
1_3_0_1,0.2265625,0
1_3_0_1,0.4140625,0
1_3_0_1,0.2265625,0
1_3_0_1,0.4375,0
1_3_0_1,0.4609375,0
1_3_0_1,0.2265625,0
1_3_0_1,0.234375,0
1_3_0_1,0.2265625,0
1_3_0_1,0.2265625,0
1_3_0_1,0.3671875,0
1_3_0_1,0.4609375,0
1_3_0_1,0.40625,0
1_3_1_0,0.4708333333333333,0
1_3_1_0,0.4125,0
1_3_1_0,0.5375,0
1_3_1_0,0.475,0
1_3_1_0,0.2,0
1_3_1_0,0.32499999999999996,0
1_3_1_0,0.4416666666666667,0
1_3_1_0,0.08333333333333334,0
1_3_1_0,0.17916666666666667,0
1_3_1_0,0.6625000000000001,0
1_3_1_0,0.7666666666666667,0
1_3_1_0,0.7208333333333333,0
1_3_1_0,0.7375,0
1_3_1_0,0.49583333333333335,0
1_3_1_0,0.5041666666666667,0
1_3_1_0,0.4083333333333334,0
1_3_1_0,0.475,0
1_3_1_0,0.42083333333333334,0
1_3_1_0,0.15,0
1_3_1_0,0.4375,0
1_3_1_0,0.14583333333333334,0
