dataset,accuracy_rf,accuracy_breiman,accuracy_ancestor,accuracy_zhu
BeetleFly,0.8421052631578947,0.7894736842105263,0.6842105263157895,0.6842105263157895
BeetleFly,0.8947368421052632,0.8421052631578947,0.631578947368421,0.5263157894736842
BeetleFly,0.7368421052631579,0.7368421052631579,0.3157894736842105,0.47368421052631576
BeetleFly,0.7368421052631579,0.7368421052631579,0.631578947368421,0.631578947368421
BeetleFly,0.8421052631578947,0.6842105263157895,0.5789473684210527,0.5789473684210527
BeetleFly,0.9473684210526315,0.7368421052631579,0.631578947368421,0.7368421052631579
BeetleFly,0.9473684210526315,0.7894736842105263,0.5789473684210527,0.5789473684210527
BeetleFly,0.7894736842105263,0.6842105263157895,0.5263157894736842,0.5263157894736842
BeetleFly,0.8421052631578947,0.6842105263157895,0.3684210526315789,0.42105263157894735
BeetleFly,0.8947368421052632,0.8421052631578947,0.5789473684210527,0.631578947368421
BeetleFly,0.8947368421052632,0.7368421052631579,0.7368421052631579,0.7368421052631579
BeetleFly,0.8947368421052632,0.7368421052631579,0.7368421052631579,0.631578947368421
BeetleFly,0.631578947368421,0.7368421052631579,0.5789473684210527,0.6842105263157895
BeetleFly,0.7894736842105263,0.7894736842105263,0.7368421052631579,0.6842105263157895
BeetleFly,0.9473684210526315,0.7368421052631579,0.5789473684210527,0.5789473684210527
BeetleFly,0.7894736842105263,0.7894736842105263,0.7368421052631579,0.6842105263157895
BeetleFly,0.8947368421052632,0.7894736842105263,0.5789473684210527,0.7368421052631579
BeetleFly,0.8421052631578947,0.6842105263157895,0.47368421052631576,0.5789473684210527
BeetleFly,0.7894736842105263,0.6842105263157895,0.47368421052631576,0.47368421052631576
BeetleFly,0.8947368421052632,0.6842105263157895,0.8947368421052632,0.7894736842105263
BirdChicken,0.5789473684210527,0.6842105263157895,0.47368421052631576,0.5263157894736842
BirdChicken,0.47368421052631576,0.6842105263157895,0.6842105263157895,0.631578947368421
BirdChicken,0.6842105263157895,0.6842105263157895,0.8421052631578947,0.8947368421052632
BirdChicken,0.6842105263157895,0.7368421052631579,0.7894736842105263,0.8421052631578947
BirdChicken,0.631578947368421,0.6842105263157895,0.8421052631578947,0.8421052631578947
BirdChicken,0.631578947368421,0.631578947368421,0.7894736842105263,0.7894736842105263
BirdChicken,0.6842105263157895,0.6842105263157895,0.5789473684210527,0.6842105263157895
BirdChicken,0.5263157894736842,0.631578947368421,0.6842105263157895,0.6842105263157895
BirdChicken,0.6842105263157895,0.7894736842105263,0.631578947368421,0.7894736842105263
BirdChicken,0.5263157894736842,0.5789473684210527,0.6842105263157895,0.7894736842105263
BirdChicken,0.47368421052631576,0.631578947368421,0.6842105263157895,0.6842105263157895
BirdChicken,0.47368421052631576,0.631578947368421,0.5263157894736842,0.6842105263157895
BirdChicken,0.7368421052631579,0.8947368421052632,0.7368421052631579,0.6842105263157895
BirdChicken,0.5263157894736842,0.631578947368421,0.7894736842105263,0.6842105263157895
BirdChicken,0.6842105263157895,0.7368421052631579,0.7368421052631579,0.7368421052631579
BirdChicken,0.5789473684210527,0.6842105263157895,0.5789473684210527,0.631578947368421
BirdChicken,0.7894736842105263,0.7368421052631579,1,0.8947368421052632
BirdChicken,0.5789473684210527,0.631578947368421,0.7894736842105263,0.7368421052631579
BirdChicken,0.5263157894736842,0.631578947368421,0.8421052631578947,0.7894736842105263
BirdChicken,0.5789473684210527,0.7894736842105263,0.631578947368421,0.5789473684210527
BirdChicken,0.6842105263157895,0.631578947368421,0.8421052631578947,0.7368421052631579
BirdChicken,0.47368421052631576,0.6842105263157895,0.631578947368421,0.631578947368421
BirdChicken,0.631578947368421,0.6842105263157895,0.7368421052631579,0.6842105263157895
BirdChicken,0.631578947368421,0.5789473684210527,0.631578947368421,0.5789473684210527
BirdChicken,0.5263157894736842,0.6842105263157895,0.6842105263157895,0.7894736842105263
BirdChicken,0.631578947368421,0.6842105263157895,0.6842105263157895,0.7368421052631579
BirdChicken,0.7368421052631579,0.7894736842105263,0.9473684210526315,0.9473684210526315
BirdChicken,0.631578947368421,0.631578947368421,0.5789473684210527,0.5789473684210527
BirdChicken,0.631578947368421,0.6842105263157895,0.5789473684210527,0.631578947368421
BirdChicken,0.6842105263157895,0.6842105263157895,0.7894736842105263,0.7894736842105263
BirdChicken,0.6842105263157895,0.6842105263157895,0.7368421052631579,0.7894736842105263
BirdChicken,0.5789473684210527,0.7894736842105263,0.8947368421052632,0.8947368421052632
